u,v,key,osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ebc,name,bridge,ref,tunnel,width,access,junction,est_width
165462605,4657849095,0,471622251,True,,residential,,False,13.131,"LINESTRING (-46.655525 -23.5611386, -46.6555061 -23.5611069, -46.655491 -23.5610705, -46.6554634 -23.5610357)",0.006375498504264191,Praça Geremia Lunardelli,,,,,,,
165462949,4657849094,0,471622245,True,,residential,,False,32.733000000000004,"LINESTRING (-46.6555476 -23.5607821, -46.6555073 -23.5608369, -46.6554481 -23.5608847, -46.6553766 -23.5609238, -46.6552955 -23.5609524)",0.006986718242332847,Praça Geremia Lunardelli,,,,,,,
165462949,165462950,0,471622247,True,,residential,,False,17.471,"LINESTRING (-46.6555476 -23.5607821, -46.6555504 -23.5608407, -46.655567 -23.5608908, -46.655594 -23.5609297)",0.010183810012944744,Praça Geremia Lunardelli,,,,,,,
165462950,165462952,0,471622249,True,,residential,,False,14.294,"LINESTRING (-46.655594 -23.5609297, -46.6556407 -23.5609613, -46.6556902 -23.5609841, -46.6557151 -23.5609932)",0.0007038323091376217,Praça Geremia Lunardelli,,,,,,,
165462950,4657849095,0,471622253,True,,residential,,False,25.398,"LINESTRING (-46.655594 -23.5609297, -46.6556072 -23.5609631, -46.6556068 -23.5609894, -46.6555949 -23.5610104, -46.6555755 -23.5610329, -46.6555484 -23.5610511, -46.6555248 -23.5610573, -46.6554993 -23.561053, -46.6554634 -23.5610357)",0.013142532250199162,Praça Geremia Lunardelli,,,,,,,
165462952,165463204,0,16257561,True,,residential,40,False,91.14600000000002,"LINESTRING (-46.6557151 -23.5609932, -46.6557345 -23.5609894, -46.6559033 -23.5609725, -46.6560089 -23.5609733, -46.6560617 -23.5609889, -46.6561149 -23.5610139, -46.6563827 -23.5612578, -46.6564581 -23.5613264)",0.00034909378858252553,Rua Plínio Figueiredo,,,,,,,
171968211,3457861208,0,285514957,True,2,secondary,40,False,108.86800000000001,"LINESTRING (-46.61675 -23.5355464, -46.6167886 -23.5354799, -46.6172513 -23.5346819)",0.00361765108369284,Rua Maria Marcolina,,,,,,,
171968211,461894979,0,285514958,True,3,secondary,50,False,107.13000000000001,"LINESTRING (-46.61675 -23.5355464, -46.6168447 -23.5355391, -46.6176826 -23.5354752, -46.6177972 -23.5354661)",0.017098194491557122,Rua João Teodoro,,,,,,,
171968212,461894949,0,38882841,True,2,secondary,50,False,61.248000000000005,"LINESTRING (-46.6189473 -23.5353765, -46.6189509 -23.5354682, -46.6189639 -23.5359271)",0.001636931910807486,Rua Barão de Ladário,,,,,,,
171968212,461879276,0,237048477,True,3,secondary,50,False,149.399,"LINESTRING (-46.6189473 -23.5353765, -46.6190339 -23.5353697, -46.6197545 -23.5353132, -46.6203305 -23.5352644, -46.6204071 -23.5352584)",0.04273078005467549,Rua João Teodoro,,,,,,,
171968213,461879263,0,"[351495129, 944352142]",False,"['3', '2']",secondary,50,True,134.463,"LINESTRING (-46.6223569 -23.53504, -46.6223358 -23.5349614, -46.6222729 -23.5347529, -46.6222322 -23.5346066, -46.6220335 -23.5339598, -46.6220076 -23.533874)",0.02533245909184124,Avenida Vautier,,,,,,,
171968213,461879447,0,928981786,True,3,secondary,50,False,109.34100000000001,"LINESTRING (-46.6223569 -23.53504, -46.6224488 -23.5350222, -46.6233895 -23.5347749)",0.062357864925936035,Rua João Teodoro,,,,,,,
171968213,461879288,0,"[38881817, 942694754]",False,"['3', '2']",secondary,,False,107.652,"LINESTRING (-46.6223569 -23.53504, -46.6223516 -23.5351095, -46.6223296 -23.5354737, -46.6223288 -23.5355214, -46.6223088 -23.5359346, -46.6223048 -23.5360069)",0.0019242770884736512,Rua Monsenhor de Andrade,,,,,,,
171968214,1595406109,0,217325661,True,2,tertiary,50,False,82.589,"LINESTRING (-46.6381198 -23.5310416, -46.6381504 -23.5310821, -46.6381852 -23.531117, -46.6386634 -23.5314429, -46.6387534 -23.5314992)",0.017628361257390802,Rua Ribeiro de Lima,,,,,,,
171968214,445160813,0,217325662,True,2,tertiary,50,False,107.219,"LINESTRING (-46.6381198 -23.5310416, -46.6381749 -23.5310259, -46.6381956 -23.5310187, -46.6382041 -23.531012, -46.6382112 -23.5310007, -46.6385176 -23.5301797)",0.006064690292109014,Rua da Graça,,,,,,,
171970567,2746442538,0,976418720,True,3,trunk,50,False,15.812,"LINESTRING (-46.6254279 -23.5341071, -46.6254409 -23.5342488)",0.013938402773850523,Avenida do Estado,,BR-050,,,,,
171970567,6222710507,0,928981785,True,3,secondary,50,False,65.068,"LINESTRING (-46.6254279 -23.5341071, -46.6255763 -23.534068, -46.6260415 -23.533946)",0.026073729474600488,Rua João Teodoro,,,,,,,
171976300,457055121,0,237048493,True,3,secondary,50,False,68.899,"LINESTRING (-46.6273918 -23.5354036, -46.6273335 -23.5354132, -46.6273082 -23.5354173, -46.6267263 -23.5355116)",0.008013818077194736,Rua São Caetano,,,,,,,
171976300,461879227,0,237048496,True,3,tertiary,50,False,144.395,"LINESTRING (-46.6273918 -23.5354036, -46.6274139 -23.5354547, -46.6274342 -23.5355034, -46.6278611 -23.536522, -46.6279003 -23.5366156)",0.01563758603045799,Rua da Cantareira,,,,,,,
171976302,2580258671,0,424572761,True,3,tertiary,50,False,138.536,"LINESTRING (-46.6288305 -23.5388306, -46.6287229 -23.5388574, -46.6283969 -23.5389387, -46.62765 -23.5392158, -46.6275537 -23.5392515)",0.06353131759973488,Rua Paula Sousa,,,,,,,
171976302,171976304,0,"[933969419, 424572772]",True,3,tertiary,50,False,81.51,"LINESTRING (-46.6288305 -23.5388306, -46.6288764 -23.5389391, -46.6290824 -23.5394325, -46.6291169 -23.539515)",0.008627295752049064,Rua da Cantareira,,,,,,,
171976304,4239743337,0,424572757,False,,residential,,True,167.794,"LINESTRING (-46.6291169 -23.539515, -46.6292481 -23.5394825, -46.6305727 -23.5391554, -46.6307062 -23.5391224)",0.007245216334454749,Rua Miguel Carlos,,,,,,,
171976304,3406376394,0,933969419,True,3,tertiary,50,False,55.58,"LINESTRING (-46.6291169 -23.539515, -46.6291537 -23.5395994, -46.6293191 -23.5399792)",0.002800528637383651,Rua da Cantareira,,,,,,,
171978399,8729315639,0,23013179,True,,residential,,False,21.474999999999998,"LINESTRING (-46.6310981 -23.5441697, -46.6310719 -23.5440938, -46.631051 -23.5440271, -46.6310444 -23.5439834)",0.0009497096745704292,Rua Barão de Duprat,,,,,,,
171978399,2389060470,0,424586828,True,,residential,40,False,25.805,"LINESTRING (-46.6310981 -23.5441697, -46.6310464 -23.5441685, -46.6310246 -23.5441699, -46.6310106 -23.5441717, -46.6309965 -23.5441754, -46.6309834 -23.5441792, -46.630969 -23.5441849, -46.6309557 -23.5441925, -46.630876 -23.5442561)",0.003655488754817065,Rua Cavalheiro Basílio Jafet,,,,,,,
172004065,176020582,0,189938124,False,4,tertiary,,True,39.319,"LINESTRING (-46.6331783 -23.5599919, -46.632819 -23.5601206)",0.0026564140950091266,Rua da Glória,,,,,,,
172004065,172004067,0,942644413,True,1,tertiary,40,False,213.44600000000003,"LINESTRING (-46.6331783 -23.5599919, -46.633881 -23.560491, -46.6347485 -23.5611064, -46.6348341 -23.5611671)",0.006557386165484969,Rua São Joaquim,,,,,,,
172004067,396034420,0,8579181,True,2,tertiary,40,False,117.852,"LINESTRING (-46.6348341 -23.5611671, -46.6348397 -23.5610933, -46.6349145 -23.5601098)",0.003951180223034775,Rua Galvão Bueno,,,,,,,
172004067,172004069,0,16651445,True,1,tertiary,40,False,183.899,"LINESTRING (-46.6348341 -23.5611671, -46.6348981 -23.5612115, -46.635023 -23.5613048, -46.6351953 -23.5614142, -46.6352464 -23.5614408, -46.6353334 -23.5614659, -46.6365158 -23.5616706)",0.02174935061567705,Rua São Joaquim,,,,,,,
172004069,172004070,0,16651445,True,1,tertiary,40,False,220.68200000000002,"LINESTRING (-46.6365158 -23.5616706, -46.6376818 -23.5618682, -46.6384957 -23.5620061, -46.6385526 -23.5620149, -46.6385786 -23.5620189, -46.6386453 -23.5620292)",0.0220717331909882,Rua São Joaquim,,,,,,,
172004069,459335613,0,1127734205,False,2,residential,20,False,157.63400000000001,"LINESTRING (-46.6365158 -23.5616706, -46.6365027 -23.5621977, -46.6364962 -23.5628968, -46.636515 -23.5630873)",0.0007543931960354945,Rua Taguá,,,,,,,
172004070,2396850249,0,231281380,True,1,tertiary,,False,14.107,"LINESTRING (-46.6386453 -23.5620292, -46.6387818 -23.5620502)",0.02428629564693569,Rua São Joaquim,,,,,,,
172004070,2070954431,0,8103468,True,2,primary,50,False,316.505,"LINESTRING (-46.6386453 -23.5620292, -46.6386299 -23.56196, -46.6385099 -23.5614118, -46.6384012 -23.5609459, -46.6383791 -23.5608666, -46.6383532 -23.5607745, -46.6383378 -23.5607372, -46.6380405 -23.5601689, -46.6378155 -23.5597553, -46.6376078 -23.5593687)",0.001125134913729155,Avenida da Liberdade,,,,,,,
172008334,396034417,0,978208527,True,,residential,,False,107.476,"LINESTRING (-46.6374877 -23.5591263, -46.6365143 -23.5594979)",0.002488961135656128,Rua Fagundes,,,,,,,
172008334,246650796,0,978208528,True,2,primary,50,False,107.934,"LINESTRING (-46.6374877 -23.5591263, -46.6369952 -23.558267)",0.0029366008368015527,Avenida da Liberdade,,,,,,,
172015342,172016927,0,16652867,True,,residential,,False,112.469,"LINESTRING (-46.6402827 -23.5609239, -46.6413549 -23.5606849)",0.019555330927070676,Rua Monsenhor Passaláqua,,,,,,,
172015342,172015343,0,172433904,True,2,secondary,40,False,83.80199999999999,"LINESTRING (-46.6402827 -23.5609239, -46.6403714 -23.5612067, -46.6404566 -23.5616594)",0.0017590849151333575,Rua Maestro Cardim,,,,,,,
172015343,5539305452,0,943031361,True,4,secondary,40,False,106.36500000000001,"LINESTRING (-46.6404566 -23.5616594, -46.6406928 -23.5624807, -46.6407189 -23.5625852)",0.02143641065142385,Rua Maestro Cardim,,,,,,,
172015345,2619793471,0,8579140,True,2,secondary,40,False,68.689,"LINESTRING (-46.6410439 -23.563632, -46.6408667 -23.563036)",0.0076010891103762,Rua Maestro Cardim,,,,,,,
172016420,172016421,0,369637283,True,2,residential,40,False,69.478,"LINESTRING (-46.6424669 -23.5603948, -46.6426022 -23.5602759, -46.6428719 -23.5600392, -46.6429597 -23.5599631)",0.015633596314830713,Rua Professor Sebastião Soares de Faria,,,,,,,
172016421,142808173,0,231341699,False,4,secondary,50,False,45.038,"LINESTRING (-46.6429597 -23.5599631, -46.642687 -23.5596444)",0.005048592606607879,Avenida Brigadeiro Luís Antônio,,,,,,,
172016421,457593256,0,425930850,False,4,secondary,50,True,167.589,"LINESTRING (-46.6429597 -23.5599631, -46.6430148 -23.5600275, -46.6434192 -23.5605002, -46.6437527 -23.5608901, -46.6439743 -23.5611491)",0.011658854647635943,Avenida Brigadeiro Luís Antônio,,,,,,,
172016927,172016420,0,16652867,True,,residential,,False,117.848,"LINESTRING (-46.6413549 -23.5606849, -46.6415405 -23.5606404, -46.6424669 -23.5603948)",0.010122546329223632,Rua Monsenhor Passaláqua,,,,,,,
172016927,172017421,0,425926847,True,,residential,,False,188.84199999999998,"LINESTRING (-46.6413549 -23.5606849, -46.6414851 -23.5611032, -46.6417634 -23.5620727, -46.6418001 -23.5622003, -46.6418359 -23.5623249)",0.012995994819328695,Rua Martiniano de Carvalho,,,,,,,
172017418,172017880,0,231715366,False,,residential,,True,114.889,"LINESTRING (-46.6427116 -23.565397, -46.6437939 -23.5651082)",0.009868403851685033,Rua Pio XII,,,,,,,
172017418,3375721654,0,572095530,True,,residential,,False,124.281,"LINESTRING (-46.6427116 -23.565397, -46.6430126 -23.5664801)",0.00041496299317099694,Rua Martiniano de Carvalho,,,,,,,
172017418,172020359,0,231715366,False,,residential,,False,110.568,"LINESTRING (-46.6427116 -23.565397, -46.6417925 -23.5656131, -46.6416608 -23.5656441)",0.0031363574822186554,Rua Pio XII,,,,,,,
172017420,172017418,0,572095530,True,,residential,,False,234.17600000000002,"LINESTRING (-46.6421251 -23.5633608, -46.6421456 -23.5634318, -46.6424453 -23.5644838, -46.6426734 -23.5652624, -46.6427116 -23.565397)",0.01077317762388885,Rua Martiniano de Carvalho,,,,,,,
172017420,172015345,0,914039007,True,,residential,50,False,114.251,"LINESTRING (-46.6421251 -23.5633608, -46.642067 -23.5633753, -46.6420276 -23.5633852, -46.6411025 -23.5636175, -46.6410439 -23.563632)",0.004599544490806561,Rua Santa Madalena,,,,,,,
172017421,1833396367,0,577947621,True,5,secondary,40,False,116.603,"LINESTRING (-46.6418359 -23.5623249, -46.6429407 -23.5620527)",0.009071531704950814,Rua Pedroso,,,,,,,
172017421,172017420,0,572095530,True,,residential,,False,118.908,"LINESTRING (-46.6418359 -23.5623249, -46.6418641 -23.5624228, -46.6418959 -23.5625334, -46.6420054 -23.5629066, -46.6421005 -23.563265, -46.6421251 -23.5633608)",0.012758233772293763,Rua Martiniano de Carvalho,,,,,,,
172017879,1833396367,0,914039006,True,,residential,,False,118.356,"LINESTRING (-46.6432224 -23.5630853, -46.6429512 -23.5620911, -46.6429407 -23.5620527)",0.0015022649058743101,Rua Artur Prado,,,,,,,
172017879,172017420,0,914039007,True,,residential,50,False,115.96000000000001,"LINESTRING (-46.6432224 -23.5630853, -46.6422226 -23.5633363, -46.6421777 -23.5633476, -46.6421251 -23.5633608)",0.002619496516457174,Rua Santa Madalena,,,,,,,
172017880,457593174,0,38631693,True,,residential,,False,118.564,"LINESTRING (-46.6437939 -23.5651082, -46.6435112 -23.5640739)",0.0011945654798342037,Rua Artur Prado,,,,,,,
172017880,172017418,0,231715366,False,,residential,,False,114.889,"LINESTRING (-46.6437939 -23.5651082, -46.6427116 -23.565397)",0.0025267583627033518,Rua Pio XII,,,,,,,
172017880,172021378,0,231715366,False,,residential,,True,87.083,"LINESTRING (-46.6437939 -23.5651082, -46.6443155 -23.5649908, -46.6443832 -23.5649619, -46.6444469 -23.5649122, -46.6445547 -23.5648051)",0.00881657728486615,Rua Pio XII,,,,,,,
172020359,172015345,0,8579140,True,2,secondary,40,False,232.40300000000002,"LINESTRING (-46.6416608 -23.5656441, -46.6413958 -23.5647796, -46.641243 -23.5642812, -46.6410439 -23.563632)",0.003006552793625159,Rua Maestro Cardim,,,,,,,
172020359,172017418,0,231715366,False,,residential,,True,110.568,"LINESTRING (-46.6416608 -23.5656441, -46.6417925 -23.5656131, -46.6427116 -23.565397)",0.0001247965145379854,Rua Pio XII,,,,,,,
172020869,172017879,0,16653270,True,,residential,50,False,97.885,"LINESTRING (-46.6441556 -23.5628775, -46.6440543 -23.5629013, -46.6439253 -23.5629316, -46.6432224 -23.5630853)",0.0029595702104989836,Rua Santa Madalena,,,,,,,
172020869,457593172,0,16653325,True,,residential,50,False,114.44800000000001,"LINESTRING (-46.6441556 -23.5628775, -46.6441797 -23.5629589, -46.6444498 -23.5638708)",0.0004536451756378565,Rua Doutor Alfredo Ellis,,,,,,,
172020870,457593263,0,776772034,False,4,secondary,50,False,37.696,"LINESTRING (-46.6452256 -23.5626125, -46.6449921 -23.5623496)",0.0005181601758812022,Avenida Brigadeiro Luís Antônio,,,,,,,
172020870,8765779194,0,1040682615,False,4,secondary,50,True,45.86,"LINESTRING (-46.6452256 -23.5626125, -46.6454949 -23.5629429)",0.0033148606653529786,Avenida Brigadeiro Luís Antônio,,,,,,,
172020870,172020869,0,16653270,True,,residential,50,False,112.99,"LINESTRING (-46.6452256 -23.5626125, -46.6450708 -23.5626579, -46.6446711 -23.5627539, -46.6445685 -23.5627787, -46.6443271 -23.5628372, -46.6442475 -23.5628559, -46.6441556 -23.5628775)",0.0020195835026914125,Rua Santa Madalena,,,,,,,
172021002,9098873805,0,914039005,True,5,secondary,40,False,13.946,"LINESTRING (-46.6438812 -23.5618209, -46.6440137 -23.5617896)",0.0036490820455504823,Rua Pedroso,,,,,,,
172021002,172020869,0,16653325,True,,residential,50,False,120.774,"LINESTRING (-46.6438812 -23.5618209, -46.6439037 -23.5619082, -46.6441255 -23.5627692, -46.6441556 -23.5628775)",0.001398640057500939,Rua Doutor Alfredo Ellis,,,,,,,
172021378,172017880,0,231715366,False,,residential,,False,87.083,"LINESTRING (-46.6445547 -23.5648051, -46.6444469 -23.5649122, -46.6443832 -23.5649619, -46.6443155 -23.5649908, -46.6437939 -23.5651082)",0.0023049984499992023,Rua Pio XII,,,,,,,
172021378,172021638,0,231715366,False,,residential,,True,57.528,"LINESTRING (-46.6445547 -23.5648051, -46.644856 -23.5648956, -46.6450412 -23.5649489, -46.6450919 -23.5649638)",0.008714185832199427,Rua Pio XII,,,,,,,
172021638,2369776691,0,16653358,False,,residential,,True,9.561,"LINESTRING (-46.6450919 -23.5649638, -46.645181 -23.5649907)",0.004885458236759449,Rua Pio XII,,,,,,,
172021638,172021378,0,231715366,False,,residential,,False,57.528000000000006,"LINESTRING (-46.6450919 -23.5649638, -46.6450412 -23.5649489, -46.644856 -23.5648956, -46.6445547 -23.5648051)",0.0017366202499149662,Rua Pio XII,,,,,,,
172021638,863975998,0,231715375,True,2,secondary,,False,20.978,"LINESTRING (-46.6450919 -23.5649638, -46.645104 -23.5649277, -46.6451525 -23.5647835)",0.005558176017454111,Rua 13 de Maio,,,,,,,
175993428,10706826499,0,"[565535466, 278920580, 278920581]",True,2,trunk_link,,False,384.87,"LINESTRING (-46.6291677 -23.556069, -46.6294313 -23.5560843, -46.6296376 -23.5561074, -46.6297383 -23.5561196, -46.6315644 -23.5562589, -46.632245 -23.5563156, -46.6327878 -23.5563553, -46.6329118 -23.5564187)",0.0694925084097741,,yes,,,,,,
175993428,1836035462,0,424630809,True,,residential,40,False,75.297,"LINESTRING (-46.6291677 -23.556069, -46.6294716 -23.5560151, -46.6296531 -23.5560147, -46.6299002 -23.5560303)",0.006110846859048264,Rua Doutor Lund,,,,,,,
175993483,7280183487,0,779618546,True,,residential,,False,7.674,"LINESTRING (-46.6277093 -23.5553727, -46.6277465 -23.5553127)",2.6829503868814456e-06,Rua Vasco Pereira,,,,,,,
175993483,2382948300,0,128519863,True,2,secondary,,False,111.15199999999999,"LINESTRING (-46.6277093 -23.5553727, -46.6276462 -23.5554809, -46.6275403 -23.5556868, -46.627521 -23.5557486, -46.6275188 -23.5558079, -46.6275322 -23.5558608, -46.6275617 -23.5559191, -46.6276268 -23.5559892, -46.6277193 -23.5560697, -46.6278819 -23.5562002)",0.014045175249218353,Praça José Luiz de Mello Malheiro,,,,,,,
175993483,175993428,0,168667916,True,3,tertiary,,False,176.188,"LINESTRING (-46.6277093 -23.5553727, -46.6277793 -23.5554742, -46.6279319 -23.5556389, -46.6280928 -23.5557722, -46.6282519 -23.5558706, -46.6283514 -23.5559191, -46.6284543 -23.555964, -46.6285621 -23.5559993, -46.6286047 -23.5560119, -46.6286489 -23.5560213, -46.628727 -23.5560338, -46.6288049 -23.5560415, -46.6289579 -23.5560539, -46.6291123 -23.5560631, -46.6291677 -23.556069)",0.06669639485206816,Rua Teixeira Leite,,,,,,,
175993525,445043088,0,446730420,True,5,primary,50,False,133.12199999999999,"LINESTRING (-46.6243597 -23.5471404, -46.6233242 -23.5466822, -46.6231836 -23.54662)",0.04419853471182106,Avenida Rangel Pestana,,,,,,,
175993568,661212028,0,245958751,True,4,primary,,False,18.478,"LINESTRING (-46.6265165 -23.5448573, -46.6266973 -23.5448692)",0.000532022750518048,Rua do Gasômetro,,,,,,,
175993568,25872236,0,"[51835024, 245958755, 779597566]",True,3,primary_link,50,False,617.3919999999998,"LINESTRING (-46.6265165 -23.5448573, -46.6266579 -23.5442266, -46.6267199 -23.5439301, -46.6267826 -23.5437665, -46.6268656 -23.5436233, -46.6269667 -23.5434986, -46.6270253 -23.5434417, -46.6270931 -23.543376, -46.6272121 -23.5432888, -46.6273634 -23.5432032, -46.6275322 -23.5431406, -46.6276741 -23.5431001, -46.6278666 -23.5430761, -46.6281002 -23.5430754, -46.6283046 -23.5430983, -46.6285064 -23.5431446, -46.6287205 -23.5432119, -46.6289032 -23.5432996, -46.6290535 -23.5433868, -46.6292473 -23.5435294, -46.6293765 -23.5436578, -46.6297178 -23.5440265, -46.6301052 -23.5444558, -46.6303768 -23.5447434, -46.630468 -23.5448361, -46.6305184 -23.5448763)",0.031171752055508855,Viaduto Diário Popular,yes,,,,,,
175993584,25872264,0,8375721,True,,residential,,False,103.23999999999998,"LINESTRING (-46.6307197 -23.5433718, -46.6305772 -23.543404, -46.629906 -23.5435465, -46.6298333 -23.5435659, -46.62979 -23.5435913, -46.6297566 -23.5436253)",0.003625470630111212,Rua Doutor Itapura de Miranda,,,,,,,
175993584,2389060458,0,424586863,True,3,tertiary,50,False,28.651000000000003,"LINESTRING (-46.6307197 -23.5433718, -46.6307671 -23.5434964, -46.6307907 -23.5435584, -46.6308154 -23.543614)",0.0014227876425042124,Rua da Cantareira,,,,,,,
176007901,60685368,0,8579169,False,4,tertiary,40,False,32.407,"LINESTRING (-46.6330481 -23.5562644, -46.6330538 -23.5561857, -46.6330557 -23.55616, -46.6330594 -23.5561098, -46.6330693 -23.5559736)",0.003997810538177627,Rua Conselheiro Furtado,,,,,,,
176007901,60641444,0,"[16975352, 565942870, 779662527]",False,4,tertiary,,True,86.499,"LINESTRING (-46.6330481 -23.5562644, -46.6330444 -23.556314, -46.6330169 -23.5567961, -46.6330085 -23.5569423, -46.6330029 -23.5570412)",0.004309228107235428,"['Rua Conselheiro Furtado', 'Viaduto Shuhei Uetsuka']",viaduct,,,,,,
176009843,25929410,0,"[524259146, 943031362, 524220662]",True,4,trunk,60,False,294.661,"LINESTRING (-46.6374775 -23.5555104, -46.637601 -23.5558492, -46.637818 -23.5564149, -46.6379192 -23.55666, -46.6381396 -23.5571617, -46.6385024 -23.5579874)",0.03379341323680471,Avenida Vinte e Três de Maio,,,,,,,
176010867,176010870,0,23000026,True,3,trunk_link,50,False,167.377,"LINESTRING (-46.636495 -23.5547984, -46.6364008 -23.5546107, -46.6362807 -23.5542763, -46.636219 -23.5539553, -46.6361858 -23.5533354)",0.014996736691333295,,,,,,,,
176010870,176011400,0,16975738,True,2,secondary_link,40,False,53.125,"LINESTRING (-46.6361858 -23.5533354, -46.6361584 -23.5528583)",0.007977032506984507,,,,,,,,
176010870,176010879,0,"[16975744, 780170817, 780170818]",True,2,trunk_link,40,False,245.525,"LINESTRING (-46.6361858 -23.5533354, -46.6362139 -23.5531574, -46.6362294 -23.5530953, -46.6362757 -23.5529572, -46.6362952 -23.5529123, -46.6363097 -23.5528809, -46.6363303 -23.5528478, -46.636354 -23.5528167, -46.6363793 -23.5527856, -46.636404 -23.5527619, -46.6364272 -23.5527397, -46.6364514 -23.5527189, -46.6364855 -23.5526936, -46.6365184 -23.552674, -46.6365612 -23.5526532, -46.6366034 -23.5526395, -46.6366485 -23.5526253, -46.63669 -23.5526164, -46.6367333 -23.5526098, -46.6368034 -23.5526069, -46.6368394 -23.5526079, -46.6368693 -23.5526107, -46.6369023 -23.5526135, -46.636934 -23.5526208, -46.6369755 -23.5526329, -46.6370136 -23.5526485, -46.6370512 -23.5526646, -46.6370894 -23.5526831, -46.6371435 -23.5527127, -46.6371938 -23.5527481, -46.6372213 -23.5527675, -46.6372455 -23.5527912, -46.6372692 -23.5528153, -46.6372876 -23.5528417, -46.6373084 -23.5528724, -46.6373269 -23.5529045, -46.6373403 -23.5529376, -46.6373521 -23.5529719, -46.637362 -23.5530019, -46.6373661 -23.5530321, -46.6373702 -23.5530647, -46.637372 -23.5530953, -46.6373738 -23.5531332, -46.6373722 -23.5531636, -46.6373692 -23.5532069, -46.6373598 -23.5532681, -46.6373208 -23.5534818)",0.0070146960102932905,Viaduto Doutor Manoel José Chaves,viaduct,,,,,,
176010879,176012607,0,"[936376000, 1073843435]",True,3,trunk_link,50,False,35.837,"LINESTRING (-46.6373208 -23.5534818, -46.6372926 -23.5535502, -46.6371963 -23.5537832)",0.012242988031550214,Rua Asdrubal do Nascimento,,,,,,,
176011400,60641027,0,16975738,True,2,secondary_link,40,False,99.38599999999998,"LINESTRING (-46.6361584 -23.5528583, -46.6361618 -23.5527654, -46.6361715 -23.5525, -46.6361618 -23.5523618, -46.6361492 -23.5522928, -46.6361182 -23.5522266, -46.6360807 -23.5521773, -46.6359471 -23.5521068, -46.6359282 -23.5520563)",0.007240136276707066,,,,,,,,
176011400,598617885,0,46887907,True,,residential,,False,149.524,"LINESTRING (-46.6361584 -23.5528583, -46.6360106 -23.5528651, -46.6359115 -23.5528691, -46.6358253 -23.5528709, -46.6358075 -23.5528746, -46.6357921 -23.5528885, -46.6357831 -23.5529103, -46.6357168 -23.5536206, -46.6356738 -23.553884)",0.0007318880562218822,Praça Carlos Gomes,,,,,,,
176011687,176010867,0,16975795,True,2,trunk_link,50,False,124.721,"LINESTRING (-46.6372329 -23.5556922, -46.637032 -23.5554686, -46.6367403 -23.5551267, -46.636495 -23.5547984)",0.0018341560588236408,,,,,,,,
176011687,25928939,0,"[252274187, 565531844]",True,3,trunk,60,False,744.7939999999998,"LINESTRING (-46.6372329 -23.5556922, -46.6369964 -23.5550773, -46.636751 -23.5543879, -46.6366413 -23.5540076, -46.6365775 -23.5536474, -46.6365376 -23.5533064, -46.6365476 -23.5529992, -46.6365874 -23.5527706, -46.6366583 -23.5525119, -46.6367321 -23.5523208, -46.6368428 -23.5520877, -46.6369115 -23.5519499, -46.6370206 -23.551768, -46.6372018 -23.5514998, -46.6375043 -23.5511045, -46.6378541 -23.5506221, -46.6380745 -23.5502979, -46.6381056 -23.5502506, -46.6385434 -23.549578)",0.031327179663072295,Avenida Vinte e Três de Maio,,,,,,,
176012605,176010879,0,936910133,True,1,trunk_link,50,False,73.36500000000001,"LINESTRING (-46.6375428 -23.5528553, -46.6374966 -23.5530204, -46.6374489 -23.5531806, -46.6373208 -23.5534818)",0.005233300195312532,Rua Asdrubal do Nascimento,,,,,,,
176012607,176013188,0,"[46892968, 933595462]",True,"['1', '2']",secondary,40,False,340.27000000000004,"LINESTRING (-46.6371963 -23.5537832, -46.637297 -23.5539748, -46.6373296 -23.5540234, -46.6378894 -23.5547422, -46.6385412 -23.5555784, -46.6385835 -23.5556108, -46.6386367 -23.5556365, -46.6387136 -23.5556554, -46.6387786 -23.5556585, -46.6388692 -23.5556519, -46.6393312 -23.5556107, -46.6394157 -23.5556032, -46.6394752 -23.555603)",0.00680360867944357,Rua Jandaia,,,,,,,
176012607,176012608,0,1073843436,True,3,trunk_link,50,False,18.43,"LINESTRING (-46.6371963 -23.5537832, -46.6371709 -23.5538651, -46.6371586 -23.5539449)",0.005434371178051226,Rua Asdrubal do Nascimento,,,,,,,
176012608,1665298739,0,454557953,True,1,trunk_link,50,False,97.547,"LINESTRING (-46.6371586 -23.5539449, -46.6372043 -23.5540662, -46.6372459 -23.5541673, -46.637329 -23.5542939, -46.6376151 -23.5547115)",0.0050391425628365715,Rua Assembleia,,,,,,,
176012608,25929039,0,933595463,True,1,trunk_link,50,False,98.107,"LINESTRING (-46.6371586 -23.5539449, -46.6371259 -23.5540438, -46.6371158 -23.554214, -46.6371265 -23.5544056, -46.6371573 -23.5548213)",0.00039022044115909053,Rua Asdrubal do Nascimento,,,,,,,
176013188,395763856,0,34431215,True,,residential,40,False,75.47699999999999,"LINESTRING (-46.6394752 -23.555603, -46.6395318 -23.555602, -46.6396031 -23.5555895, -46.639934 -23.5554851, -46.6400055 -23.5554607, -46.6401378 -23.5554154, -46.6401804 -23.555406)",0.006759928840353664,Rua Jaceguaí,,,,,,,
